,tunes
267,d2e2e4e2d2efd2|B2d2f2d2d2A2A4|d2e2e3ff2d2ded2|e2f2f2aga2e2de3||d2e2e4e2d2efd2|B2d2fgdBd2AGA4|d2fee4f2d2e2d2|e2fef2aga2e2de3||ad'3d'2bad'4d'4|d'4d'e'd'bd'2b2a4|g2d'2e'd'a2b3d'd'3b|g2f2e2g2g2e2e4||a2d'2e'2bad'4d'4|d'4d'e'd'bd'3ba3b|d'2a2a2d'2d'4d'e'd'a|g2f2e2g2g2e2e4
268,ABA2G2EFE2D2D2E2|FGF2G2E2GFG2G2A2|B2d2A2G2F3ED3E|A4G2E2A2e2e2d'2||ABA2G2E2E2D2D2E2|F4G2E2F4G2A2|B2d2A2G2F3EE4|G2A2G2EFGFG2ABA2||ABG2d2B2d4d3B|A2d2e4f2d2d2e2|A2B2e2d2e2d2d4|d2G2G3FG4G2A2||A2G2d3Bd4d3B|A2d2e4f2d2d4|d3ee4e2d2d2BA|A2d2B2G2d2e2d2AG
269,g4gfe2g4e2f2|f2e2d4A2d2d4|ef3e2d2e4d4|d2e2e2d2d2BdB4||g4gfe2fg3e2f2|f2e2d4A2d2d4|e2f2e2d2e4d4|d2e2e2d2d4B4||fg2fa4bab2a2f2|b2d'2d'2abd'2a2a4|g4g2fga2b2a2e2|d4e2d2d4B2d2||fg3a4bab2a2f2|b2d'bd'2b2d'2b2bd'a2|d'2babd'a2gab2a2e2|d4e2d2d4B3d
270,GA3AGE2DED2E4|DEF2E2A2E4D2E2|d4A2EFE2F2G2A2|A2G2F2D2D4EDF2||G2A2G2E2E2D2E3D|D2F2E2G2E2D2D2E2|d4A2E2E3FG2A2|A2G2F2D2D4E2d2||d2B2B2A2d2A2d4|d4d2B2d2A2G4|A3Bd2GAG4A2d2|B2AGF2D2D4D2AG||d2B2B2AGd2A2d4|d4d2B2d2A2G4|A3Bd2G2G4A2d2|B2AGF2D2D4D4
271,f2e2e2d2d2e2e2f2|f2e2e2f2a4a4|a2efga3g4a4|g2e2g2e2d2edd2g2||f2e2e2d2d2e2e3f|f2e2e3fa4a4|a2efga3g4a2ba|g2e2g2e2d4de3||a4b2d'2d'2a2f2e2|fe2gg2d2d2A2B2e2|g4g2d'2d'ba2e2a2|g2e2g2e2d4e4||a4b2d'2d'2a2f2e2|e2fgg2d2d2A2B2ed|g4gad'2b4d'2a2|g2e2g2e2d4e4
272,e2dee3dd4e2d2|fef2a2d'2a2g2e2d2|d2e2fge2d4feg2|a2g2a2e2d2B2A2B2||e4e3dd4e2d2|fefggad'2a2g2e2d2|d2effge2d4efg2|a2g2g4ded2B2d2||d'4d'4b2d'2d'2e'2|d'2b2g2a2g2f2d4|abd'2d'4g2abb2d'2|abaggagaa2b2b3d'||d'4d'4bd'3d'4|d'2b2a2b2g2f2d2e2|gag2g4g4g2ba|b2g2a2e2d4d4
273,d4d4g4g4|e2d2e2d2e4e3f|e2d2d4g2fge2d2|d4A2d2B2A2A2B2||d4d4g4gagf|e2d2e2d2e4e4|e2d2d4g2fge2d2|d4A2d2B2A2A3B||d2b2d'2a2d'2b2a3g|e2a2a3bd'2a2g4|e2a2d'4d'4a2e2|d4A2d2B2A2A2B2||d2b2d'2a2d'2b2abag|e2gaa3bd'2a2g2a2|e'2d'2d'3ba2g2feg2|d4A2d2B2A2A2B2
274,A2B2d4e4e2fe|fge2a2e2e4d4|g2A2Bd3e4f2a2|bd'bd'agf2d4d4||A2B2d4e4e4|fge2abe2e4d3e|g2G2d4e4efa2|bd'bd'ag2fd4d4||bd'a2a2d'2e'2d'2d'4|d'4d'2g2e2d2bag2|e'2efg2d'2d'3ba2ba|d'2b2g2f2d4d4||bd'a2a2d'2d'4d'4|d'4d'2g2e2d2bafg|d'4e'2d'2d'e'd'2d'2a2|d'4g2f2d4d4
275,E4E2F2FGE2D2FG|AGD2G2E2A2B2A2G2|F2E2F2G2F2EDE2GA|A2E2EFD2E4E2G2||E4E2F2FGE2D2F2|AGD2G2E2A2B2A2G2|F2EDEFG2F2EDE2G2|A2E2FED2EDE2FEd2||g2G2G4A4G2d2|d2AGFGF2A4d2A2|A2G2E2G2G4F2G2|d2GFE4E4E2d2||fgG2G3FA2G2G2d2|d2AGFGF2A4d2A2|A2G2E2GFG3FF2A2|d2B2A2E2E4E2D2
276,F4B2d2BdBAG4|E4d2e2d2A2G2A2|G2E2d2g2B2A2EFG2|F2E2ED3E2D2F2d2||F4Bd3BdA2G4|E4d2e2d2A2G2d2|d2G2d4B2A2F2G2|E2A2E2A2E2G2d2a2||d4e3dA2G2E2A2|A2dBBd3d2A2G2A2|d4fgd2A4G2AG|E4F2E2D2GFfeg2||d4e3dA2G2E2A2|A2dBBd3d2A2G2B2|G2A2A2FEG2A2G2A2|EFd2F4deE2E4
277,D4D2E2A2E2D4|E2d2dBD2DE3E2D2|D2E2E2F2G4D2d2|E2d2E4D4D2E2||D4D2E2A2FED4|E2BddBD2DEFEED3|D2E2E4G4D2d2|E2d2E4E4F2A2||E2D2FGFEE2G2A2G2|E2d2def2e4e2d2|EDE2A2G2G2E2d2F2|A2e2A2B2G2F2F4||E2D2FGFEE2G2A2G2|E2dBd2f2fe3d4|gfA2A2GAGFA2A2G2|E2A2F2E2E2D2D4
278,B2d2e2d2d4d4|e2d2d2e2g2f2f2e2|A2d2d4e2d2d2B2|d2e2fea2f2d2d4||BAd2e2d2d4d4|e2d2d2e2g2f2f2e2|A2d2d4e2d2d2B2|d2e2f2a2f2d2d4||a2d'2bd'a2e4e2g2|d'2b2d'2g2b2a2g2fg|b2d'2d'2a2g4e2d2|d4e2a2g2d2d4||a2d'2bd'a2e4e2g2|d'2bd'd'2g2b2a2g3a|g2f2f2agg4e2d2|d4e2a2g2d2d4
279,E2FGA2d2e2g2d2e2|AB3d2ABG2A2A2F2|D2GAd4f2e2Bda2|d2e2d4d4A4||GFG2d4efgfd2e2|AB3d2A2G2d2A2F2|D2GAd4f2e2Bda2|d2e2d4d4A4||GAG2e2A2g2d2f2d2|d4Bd3A3GG2EF|A2E2ABA2e2G2efB2|e3dd4d2B2A4||G2F2d2BAg2d2f2d2|d4B2d2a2d2d3e|g2d2d2Bdd2GAe2B2|e4d4d2B2A4
280,efe2e3dd4d2f2|e2d2d2e2gab2d'ba2|fge2e4e4d4|d2e2f2a2g2f2g4||fedeededd4d2f2|e2d2d2e2gabd'd'ba2|g2e2e4e4d4|d2e2f2a2g2fgg3f||bd'3d'4e'2d'2e'd'e'd'|d'4e'2d'2ad'e'2d'2a2|b2e'2e'4d'4d'2b2|g2e2e2a2g2fef4||a2d'2e'2d'e'd'4e'2d'2|d'2ad'bad'2d'4d'4|f'2e'2e'2d'2e'2d'2e'd'2a|a2f2e2a2g2f2f4
281,d4e2feEGe'2Bda2|A2Bdefe2d4B2d2|d4gag2e4dB3|Bd3g3fe2d2d4||d4e2feEGe'2dAa2|A2B2efe2d4A2d2|gaedgag2f2e2B3A|d3eg3fe2d2d4||a2e2d'2a2d'bgae'd'ab|e'2d'2d'4d'2a2aba2|d'2d2e'2a2b2aggafg|g2bd'bd'f2deded4||a2e2d'2b2abd'2d'2ga|bd'2ad'3ad'2baa3b|f'2e'd'd'4g2efBdA2|GEfeg4e2ded4
282,ded2e2d2efgfd2e2|f4b2fgage2d4|d3ee4g2e2d2AB|d2e2g2e2g2d2d2ed||e2d2e2d2efgfd3e|f2efb2fgg2e2d4|d4e2fgg2e2d2B2|d2e2g2e2g2d2d4||b2g2e'2a2d'3bg2a2|g4d'2a2d'4e'f'd'2|abg2e'2d'bd'2baf2d2|d2e2g2e2f2d2d4||abg2e'2b2d'3bg2a2|g4d'2a2d'4e'f'd'2|bd'3d'4abagefd2|d2e2g2e2f2d2d4
283,e2dee2d2dea2d'4|g2a2agd2A2g2A2d2|d2e2d4f2dea2e'2|d'3e'g'f'd'2d'4d'4||g2b2d'4ab2d'd'4|a3bagd2A2a2A2d2|d3ed3eed3gbd'2|d'2e'f'e'3d'd'2e'2e'2f'2||d'2abe'd'e'd'e'2d'e'e'2d'2|d'4d'4d'4b2d'2|d'4e'd'2aaga2d'2g2|d'4d'4d'e'f'2e'4||d'2a2e'f'd'2bd'e'2e'f'd'2|ad'3d'bd'2d'4bd'e'2|f'2e'f'e'2d'bd'2a2bad'2|d'bd'2e'2d'bad'abb4
284,G2d2d2B2B2a2e2d2|ABA2d2G2B2G2A2G2|GABde4g2f2g3f|b2d'2d'4d'2agg4||G2d2d2BAABa2e2d2|A4d2GFABG2GAG2|GAB2e4g2f2gfg2|bd'3d'4d'4bd'3||e'2d'bab2gb2a2a2g2|d'4d'2bad'2baa4|d'4d'4gabab2ag|aga2g2b2d'4d'4||e'2baad'2gbd'a2a2g2|d'4d'3bd'2baabd'2|d'2bad'4b2d'2d'2ag|agabg2b2d'bf2e4
285,G2ded2B2A2GAd4|A2d2d4e2d2d4|G4A2d2B2A2d2B2|ABA2G2E2G2A2A4||G2ded2B2A2GAd4|A2d2d4e2d2d3B|G4A2d2B2ABd2B2|ABA2G2E2G2A2A4||d4d4edf2g2e2|d4e2f2g4g2e2|d4d4d2fgg4|g2ded4d4d4||d4d4edf2g2ed|d4e2f2g4g2e2|d4d4g2f2g2f2|g2b2a2e2e2d2d4
286,G2A2B2d2d2B2G2B2|d2e2d2e2d'2d2g2EG|d4d2A2d4B2d2|e4d2B2G2FEE4||G2A2B2d2d2B2G2B2|d3egaedD2d2EDd2|dBd2d2A2d4B2d2|e4d2B2G2E2E4||g2d2d2eddB3A2d2|d4g2e2Bd3G2d2|ef2ge4B2deB2d2|e4d4GAF2E4||g2d2d2eddBABA2d2|ed3f2e2d2A2A2dB|a2g2e3dB2deB2d2|e4d4G2F2E4
287,d4d4e2B2f4|d2Bde2d2e2d2BA2B|B2d2d3ef2A2A2F2|d2g2a2g2f2d2d4||feg2a2g2d'2g2e4|d2Bdefd2e2d2BA3|d2e2e2d2f2A2A2F2|d2g2a2gffe2fefg2||bd'a2d'2a2d'4d'e'3|d'4d'4e'2d'bb2d'b|d'2bd'd'3bd'4d'2ag|g2d'2bd'g2f2e2f2g2||a4e'2d'2ad'3d'2ag|e'f'd'be'2d'be'2d'2ad'b2|d'4e'2d'2bd'f2deaf|g2d'2d'2gffge2d4
288,E2FGG2d2d4e3d|Bd3e4d4d2E2|GFA2d2BAd4e2fg|g2fed4B2d2d4||d4g2d2e2d2e3d|Bd3e4d4d2E2|F2A2B2A2d4e2g2|g2f2d2e2d2fgef2e||de3g2e2g2d'2d'2a2|g2fee2g2e2d2d2G2|G2d2ded2B2e2d'2a2|abd'2a4f2g2f2e2||e2d2g2e2g2d'2d'2ba|g2fee2f2e2d2d2G2|G2d2d4d2e2g4|a2d'2a4f3ge4
289,"F2EFF2D2D4D4|D2E2F2A2B2d2B2G2|E4E2DED4EF2G|G2EFG2E2D4B,DA,2||F2EFF2D2D4D4|D2E2F2GAB2d2BAG2|E4E2D2D4E2FG|G2E2G2E2D4D2B,A,||G4F4F2E2E4|D2F2G2A2B2G2GAE2|E2G2A2G2A4d2A2|B2d2d2Bdd2B2BA3||FG3F4F2E2E4|D2F2G2A2dBG2G2E2|E2G2A2d2d4d4|d4d2B2d4d2A2"
290,G4F2G2FGE2G2E2|d2G2A2d2ded2B2A2|G2d2A4d2G2B2d2|e2g2g2d2d3BA2d2||G4F2G2G2E2F2E2|d2G2A2dBd4BA3|G2d2A4d2G2B2d2|e2agg2d2d2e2efb2||d'2g2g2f2e2f2e2fg|d'2g2fgagf2g2gfga|e'2a2fgd'2d'2a2f2g2|a2g2f2e2d4fgb2||d'2g2g2a2d'2d2fgfg|d'2agga2gfg3gea2|d'4d'e'd'2bd'agg4|a2g2e2deg2d2d2AB
291,e2d2e2d2e2d2f2ed|d4d4d2A2A4|d2eff2d2e2d2bad2|e2BdA2d2d4d4||e2d2e2d2e2d2fged|d4d4d2A2A4|d2f2efd2ef2efgag|d3BA2d2d4d3B||d2e2e2d2e2f2e2d2|d2g2a4g2d2B4|d4g2f2f2g2g2de|d2B2BdB2d4d4||d2e2e2d2e2f2e2d2|d2g2a4d'4a2d'2|ab2ad'2a2g2a2g2f2|e4e2d2d2B2d4
292,d2A2A4d2f2a2f2|g2d2d4ed3A2d2|B2A2B4d4e4|d4edg2e2d2d4||d2A2A4d2f2a2f2|g2d2d4d4A2d2|B2A2BAB2d4e4|d4deg2e2d2d4||f2e2bd'f2a2g2g2f2|d2e2f2d2d4G2d2|e2f2d'2f2g2efg3f|d4e2f2e2d2d4||f2e2b2f2a2g2gaf2|d2e2efd2d4G2d2|d2G2d3Bd4B2dB|d4e2f2e2d2d4
293,A2d2d4efe2gad'2|fg3d'4edf2d'2e'2|d4d2efa2fgabe'2|d'4agf2e3fe2g2||AGd2e2d2e4gbd'2|ag3d'4fefgd'2e'2|d4d2fgag2d'ad'3|d'4ag2fe3gg2d'2||e'2d'2e'3d'f'e'b2a2e'b|ad'b2d'2a2e'2d'2g2ab|e'f'd'2abd'ge'2d'2bd'3|d'4g4e3ff2d'2||d'e'd'2e'f'e'2d'4d'3a|d'2abf2d'2d'4a2ga|e'f'd'2d'2e'2d'4d'4|d'4g4e2f2e4
294,d4d2edfgeffg2f|ded2g2d'2g4g2de|d4d4e4e2g2|a2d'2d'2g2g2edd4||d4d4fgeffgf2|ed3gad'bg2ad'gfd2|d4d4e4e2f2|a2d'2d'a3g4fg2f||e'f'e'd'd'4e'2d'2d'2f'e'|d'3ba3gad'e'2d'4|g'f'd'2d'2e'd'd'3e'd'2ag|bd'3d'2b2d'4d'4||e'f'e'd'd'e'd'2d'3e'd'e'd'2|b2gaa3gbd'3d'4|e'd'e'f'e'f'd'2d'2a2d'ad'b|bd'3d'2g2a2d2d4
295,B2d2Bdeff2B2e2d2|Bd3d4ded2A2B2|d4d2fga2d2ded2|ga2gg2e2e2d2d4||fe2fa2efg2A2d2AB|fe3g2d2fgd2d4|de3d2efgfd2ed3|fe3d2g2e2d2e2a2||bd'3e'2f'e'd'2bd'e'2d'2|d'2e'2d'2f'e'd'4g2a2|d'4e'd'3d'4d'2a2|g2egde3d4e2a2||g2bd'f'g'e'd'a2d'2e'2d'b|d'4e'2d'2d'e'd'2d'2e'2|d'2gad'bd'2ge2gd'2e'd'|e'2d'2d'4d'2e2ded2
296,e3ff2g2gaf2e4|e3fd'2efb2d'2e2d2|e4efg2a2g2f4|g2d'2f'2d'2a4a4||e4g4gaf2efe2|e3gd'2fead'3e2d2|e4f2g2a2g2f3e|gad'2f'e'd'2d'4d'2e'2||e'2d'2a3ge'2d'2d'3a|d'2a2efede2g2d2e2|d'2b2efgeg2fge2fe|a2e'2d'4abe'2e'2d'2||e'2d'baba2d'4d'3b|ad'g2fgedefa2d2e2|d'2a2a2gfefg2e4|a2e'2d'4d'4ga3
297,"G4G2E2D2F2G2F2|D2EFA2G2FG3D2E2|FG3G2F2E3FE4|D2E2A2E2ED3D4||GA3G2E2D2E2G2F2|D2E2A2G2FG3D2E2|G4FGF2E4E4|B,DEFA2E2ED3D4||G4A2G2D2F2d4|A2d2e2d2A2G2E4|F2G2d2A2A3Bd2A2|ABG2A2E2E2D2D4||G4A2G2D2F2d3B|AGd2e2d2A2F2E4|F2A2A2G2AGF2D2ED|DB,D2E4D4D4"
298,A2B2d4e2d2d4|A2GFd2E2d2E2G2A2|B2d2d4efe2e2d2|d2A2d4e2d2d2e2||d4f2d2e2d2d4|A2F2d2E2d2E2G2A2|B2d2d4efe2e2d2|d2A2d4ed3d2e2||aba2d'2a2b2g2f2a2|g2f2a4d'2gff2e2|g2a2d'2fga2g2a2g2|f2d2d4e2d2d4||aba2d'2a2b2g2f2a2|g2fgg2a2d'3bd'2e'2|d'4d'4d'2a2a4|d'2abbd'g2a2e2e2d2
299,A2d2d2A2G2A2A2B2|B2E2B2E2A2E2E2G2|G2A2A2d2d2A2B2d2|e2d2d2A2G2A2G2d2||A2d2d2A2G2A2GAB2|B2E2B2E2GAE2E2F2|G2A2A4A4d4|e2d2d2A2G4G4||d4edf2fed2A2d2|Bd3d2e2g2e2d4|e2d2e4e2d2d4|ded2d2A2G2A2A2G2||d4d2f2fed2A2d2|B2d2d2e2g2f2e2ga|a2e2g2f2e2g2f2g2|ded2d2A2G2AGAGAG
300,GAGAA2G2G2E2D4|EFG2E2G2F2E2E2FG|A4AG3G4E2G2|D2A2G2E2G2DED3E||G3AA2G2GFE2D4|EFG2E2G2F2E2E2FG|A4G4G4E2G2|D2A2G2E2G2D2D4||GAE2ABF2A2E2A2F2|G2B2d2A2d4d3B|FG3F2E2F2E2A2F2|G4G2E2G2D2D4||GAE2ABFEA2E2A2FE|G2B2dBA2Bd3d3B|G4F2E2F2E2A2F2|GFG2G2E2G2D2D4
301,F2G2A2d2d2e2e2d2|d2B2d4d4B3d|G2A2d2e2d4e2g2|d'2g2d'2egg2b2e2d'2||e2d2g2e2d2e2e2d2|d2B2d4d2B2dea2|bd'3bd'e2abgfd3B|d2efAGfge2d2fgd2||fg3g4a2d'2a2g2|d'2gfg4e2d2A2g2|g2d2a2e2gag2a2e2|d4e2a2efd2d4||g2e2a2g2a2d'2a2fg|d'2gfg4g2d2d2d'2|f2d'2b3ad'4d'2b2|ega2f2d2g2a2a3g
302,fgf2e2d2fgdea4|fg3bd'a2e2d2A4|e4e2d2e2d2e4|g2bd'd'4d'4bd'b2||e2g2d'2g2abg2ga2g|gag2bd'a2e2d2A4|ede2e4d3ee3d|gabd'd'4d'4d'e'd'2||ad'abe'd'3d'e'd'2d'4|a2g2d'2gad'2e'2d'3b|d'4d'3ba2d'2d'3a|g2abd'4d'4d'4||a4e'f'd'2fae'2e'2d'a|gafgd'2a2d'2e'2d'2b2|d'4d'3bd'2agb2af|ga2bd'4d'2a2g2a2
303,efeff2gfe2d2d4|d4d2B2fgd2d4|e2f2g2f2d4e2f2|g2a2d'4d'4a2g2||e3ff2gfe2d2d4|d2Bdd2BAfgd2d4|e2f2g2fed4e2f2|g2abd'4d'4d'2e'2||d'e'd'2d'4d'2b2d'4|d'4d'4e'2d'2b2d'2|d'4d'4b2d'2e'2d'2|a4a2d'2d'4d'2e'2||d'4e'2d'2d'2b2d'4|d'2bd'd'2e'd'e'2d'2abd'2|d'4d'4d'4e'2d'2|a4a2d'2d'4g2e2
304,D3ED2EFG2A2G4|A2DEA2G2E2DED4|E4E2FGG3FG2EF|G2D2E4FED2D2FE||D4D2E2G2A2GFG2|AGDEA2G2E2D2D4|D2E2E2FGG2F2G2EF|G2D2D2E2E2D2D2ED||A2B2B4G2A2G3F|GFE2G4A2d2d4|d4d2A2FG3A2GF|E4F2E2E2D2D2ED||A2B2B2A2G2A2G3F|GFE2G4A2d2d2e2|f2a2f2d2d4BdA2|E4E4E2D2D4
305,e2d2d4e4B2e2|g2e2e4A2e2G2d2|d2A2d3Bd3ed2e2|d4fe3d4d4||e2d2d4e4B2de|g2e2efe2A2e2G2d2|edA2d3Bd2e2d2e2|d4e4d4d4||d2A2abe2a4gae2|d2e2f2e2d2B2edB2|f2D2d'2d2d'2g2b2gf|f2e2d2e2e2d2d4||d2A2a2e2a4gafe|de3f2e2d2B2d2B2|e2d2d'2gfa4b2gf|f2d2d2e2e2d2d4
306,d3ee2gfBdd'2e2d2|A2d2e2d2ef2ed4|A2d2e2d2d2e2d2g2|a2d'2e'2d'2a2g2d4||d4ef3Bdd'2e2d2|A2d2f2dBef3d4|A2d2e2d2d2e2d2f2|a2d'2e'2d'2a2fgf4||d'4b2d'bb2d'2d'4|e'2d'2d'2e'd'd'3ba2ga|a2d'2a2d'bg2d'2d'aba|a2d'2d'2baa2f2e2g2||d'4d'3bbd'3d'4|d'4d'2e'd'd'3ba2ga|a2b2bd'2bg2d'2d'b3|b2d'2d'2b2a2gfd4
307,A2G2G4BdG2G2A2|d4B2d2ga3g2d2|e2G2A4A2d2A2d2|d4e4d4d4||A2G2G3FBdG2G2A2|d2e2bd'g2e2a2g2d2|e2G2A4A2d2A2B2|d4e4d4d4||e2g2g4d'4d'3b|agfgb2e2e2Bdf2Bd|e2g2age2b4a2g2|d'2e'2gafed4d4||e2g2fg2ad'2abb2d'b|d'2a2g3fd2BdfgA2|d2ege2a2g2e2d4|edd'2a2gfd4d4
308,EDE2E4G2A2d2A2|E4d2A2G4F2D2|D4E4A2F2G2E2|D2FGG2E2GFD2D2G2||EDEDE4G2A2d2A2|E4d2A2G4F2D2|D4E4A2F2G2E2|D2FGAGE2GFE2F2B2||e2d2e2d2e2g2a2gf|e2g2g2f2d2e2e2d2|d4f2d2ABd2d4|ABd2A2G2G2EDG2B2||e2d2e2d2g4a2gf|e2g2g2f2d2e2e4|a2g2e2d2e2d2BdA2|E2GFA2G2G2D2D4
309,e4d2B2BdA2E2G2|A2F2d2A2FGA2GFA2|Bd3d2A2A2G2F2A2|d4d2e2f2d2d4||e4d2B2BdA2E2G2|A2F2d2A2G2A2GFGA|dBd2d2A2A2G2F2A2|d4d2e2f2d2d4||abe2d4d2G2E2G2|A4G4A2G2FEGA|d2e2A2d2B2GAF2A2|d2f2d2e2gfedd2e2||abe2d4d2G2E2FG|A4G4A2G2E2G2|d2e2A2BdB2G2F2B2|d2e2d2e2gfe2d4
310,"D4E4G4E2F2|D4AGD2E4E4|D2E2F2E2B2GFE2d2|G2B2A2E2ED3D2GF||D4EFE2GA2GE3F|DB,D2GAD2E2F2A3B|D3EF2D2ABGFE2d2|G2BdA2E2D4EDB2||abA2B4d2G2A2d2|e2d2d2A2dedBd4|f2A2GAd2B2G2G2B2|ABd2A2G2D2B,2F2e2||a2ABBAdAd2G2A2d2|e2d2d2A2dedBd2B2|e2feB2dBBA3FGE2|E2G2A2F2D3B,D3B,"
311,g2d2d4g2e2d2e2|gaf2e2d2GAg2e2g2|a2f2g2d2e2fgefg2|aba2d'bdedefeg2e2||g2d2dBd2g2e2d2e2|g2fge2d2GAg2e2g2|a2f2fg2ad'2g2fge2|e4d2g2dea2a2d'b||g2b2d'4e'2d'2d'2e'd'|d'4e'd'3a2f2f2de|d'bd'2d'2e'2e'2d'2d'2a2|gaf2e4e2a2b2d'2||f2d'2d'3e'e'2d'2d'3b|d'2bd'd'bd'2b2g2g2a2|d'e'3e'2d'2d'2a2bad'2|gafge4e2f2e4
312,G3AG2A2A2F2EFA2|G2D2E4G3FG4|G2EFF2ABA2F2G4|d2A2G2E2D2E2E4||G4G2A2BAF2EFAG|G2D2E4F2GFG4|G2E2F2A2A2F2G4|d2A2G2E2D3EE2F2||d2e2e3ffegaa2gf|e2d2e2f2e2d2d4|d2e2e2f2e2f2a4|g2e2d4d2A2G2A2||d2e2e3ff2g2a2gf|e2dee3fe2d2d2f2|g2e2a2e2f2e2g2b2|g2e2d4d2A2G4
313,a2d'2d'4a2g2e2g2|Bd3b2ad'fef2d3e|f2g2a4b2a2g2fe|e2f2b3ad'4a4||gad'2d'4a2gfefgf|B2debd'abfegfd3e|feg2ababb4g2e2|e2fgbab2d'4d'4||gf2egag2d'4d'aba|d'3bf2Bdd'4a2g2|g4g2agg2e2e2gf|g2f2a2b2b2d'2d'4||g2fegagad'4d'2a2|bd'a2ed2gd'4a2gf|g3fa2bag2egd2e2|gfg2a2b2b4fg3
314,d2efgf2eefd2d2e2|d4a2fgagedd4|d2e2g2f2gfd2efb2|abd'2e'2d'2b4g4||d2e2g2e2efd2de3|d4a2f2g2edd4|d2e2g2f2fed2egba|bd'3e'2d'2b2d'2bd'3||d'4e'2d'2e'2d'2d'4|d'4b3d'd'e'2d'd'4|d'4e'2d'2d'4d'3b|bd'b2b2d'bd'2b2b2d'2||d'4e'f'd'2e'2d'2d'4|d'4bd'3d'e'2d'd'4|d'3e'e'2d'2d'4d'3b|d'b3d'3bd'2a2fg3
315,g2e2e2d2e2g2e4|g2e2d4e2a2d4|efe2e2d2d4d4|d2f2g2d'ba4b4||g2e2ed3deg2e2de|g2e2d4e2a2d4|e4d4e2d2d4|d2efg2d'ba4bd'b2||abagbabd'd'4d'2e'd'|d'4d'2a2d'2b2g2e2|f2a2b2d'2d'4age2|f2e2g2b2aga2a2b2||a4a2bd'd'4d'3a|d'4d'4d'2bagae2|fga2b2d'2a4ag3|f2e2g2b2a4a3g
316,gag2g2ede2d2Bd3|e2d2d2e2efa2b4|d'2b2a2e2d4fgd2|gag2g4efa2g2d'2||e2gagf2eefd2Bd3|e2d2d2e2f2a2bd'b2|d'2b2d'4e'2d'2abga|e4d4g2e2g4||d'2abd'4e'f'e'd'd'4|e'2d'babd'2d'2bd'b2d'2|d'4d'4e'4d'2a2|g2d2d4e4d4||d'2a2d'4e'4d'4|e'2d'2bd'3d'2bd'd'4|e'2d'2d'2e'd'e'2d'2d'e'2d'|d'4a2d'2b2a2a4
317,"E4E2D2D4D3E|D4F2D2FG3F2E2|E2G2E2D2D4E3F|E2D2E2D2D4EFd2||E4E2D2D2B,2D4|D4F2D2EG3E4|E2G2E2D2D4E2F2|E2D2E2D2D2E2d2d'2||DED2D2E2FED2D4|D4D4DEF2E2D2|E4E4F2D2D4|D4D4D2AGe2a2||D3EE2D2FED2D4|D4D4D2F2E2D2|E4E4FE3B2FG|G4AGEFg2E2EFD2"
318,F2GAE2G2G2D2E2FG|G2E2EFA2d4d2A2|G2E2E2G2A2F2E2G2|G4E2D2D2E2F2G2||F2AGE2G2G2D2E2F2|G2EDEFA2d4d2A2|G2E2E2G2A2F2E2F2|G4ED3D2E2F3G||B2A2A2d2d4B2G2|G2A2A2d2e2g2e2d2|d4d4d2f2d2B2|A2G2E2D2E2G2G4||B2A2A2d2d4BAG2|G2A2A2d2e2g2e2d2|d4d4e2d2e2d2|efA2B4d2G2G4
319,d2B2B2GAA2G2E2G2|D2F2E2G2A4d4|d4d2B2A2GAG2EF|E2G2BAB2d4d4||d2B2A2G2A2GFE2G2|D2F2E2F2A4d4|Bd3d2B2A4G2E2|E2G2BAB2d4d4||e2d2d4e3da2e2|gfg2g2e2gfedde2d|d4e2d2d4d4|d2G2A2d2d4d4||e2d2d4e2d2gae2|f2g2g2e2f2edde2d|d4e2d2d4d3B|A2G2A2dBd4d4
320,A4BAG2G2E2D3E|d2f2f2b2g2eff2d2|d4d2A2A4E2d2|d2B2A2E2FE3D4||A4A2G2G2E2D3E|d2f2f2abageff2d2|d4d2A2A4E2d2|d2B2A2E2FE3D4||d2FGF2G2A2E2F2G2|d2e2d2efedB2B2G2|FGF2E2A2B4G2d2|d4G2E2E4D4||d2FGF2G2A2E2F2G2|d2e2d2efedB2B2G2|F4E2A2B4G2B2|d4G2E2E2G2E4
321,G4A4d2f2ed3|B2G2d2G2B2G2F2G2|G4G2B2d2B2d2A2|A4G2AGGAG2B2d2||GFG2A4d2f2e2d2|B2G2d2G2B2G2FEG2|G4G4G2A2B2d2|d2e2e4d2fge2g2||aba2bd'a2g2f2e2g2|a2g2a2g2e'd'a2f2a2|g2b2aba2e4e4|e2fgd2g2d2ede2f2||aba2bd'a2g2f2e2g2|a2gaa2gad'2a2egb2|g2e2e2dBe2d2e2d2|d4e2d2e2d2d4
322,efe2ed3g2fge2d2|f2e2d4g4d2ef|f2e2dedeg4g4|a2d'2e'2d'2d'4d'4||f2e2ed3g4e2d2|f2e2d4g4d2e2|f2e2de3g4g4|a2bd'd'2e'2d'4d'e'3||d'4e'2d'2a4b2d'2|d'4d'3ag4g2d'2|d'4d'e'd'2d'4g4|g2abb2d'2d'4d'2e'2||d'4e'2d'2a4b2d'2|d'4d'3ag3agad'2|d'4d'3bd'2a2aga2|a4d'4d'4a2g2
