,tunes
0,"F,2D2EDF2A2B2d4|BdB2e2d2G2A2FEA2|D2E2AG2AF4G4|B4G2E2D4E,2F,2|D2E2F2E2E2F2A2F2|F2B2DE3GF3B3d|d2fgg2e2de2fg2e2|f2e2d4d2G2FED2|F,2D2D2FEA2B2d2Bd|B4e2d2G3AE2G2|DF,E2GFG2E3FG2AG|d2B2G2E2E2D2F,4|F,2AGBdBAG2A2E2d2|B2A2A3BB2d2d2ed|g4g2f2e2fgf2e2|e2dBA3BA3dg2f2"
241,"B2AGG2E2FE3D4|d2f2d2B2A2B2A4|B4A2d2AGD2D4|A4G2F2G3FGFd2|FD2ED4G2D2D4|d2f2d2B2A2B2A4|B4d2e2f2dBB4|G2E2D2EDE2GFF2E2|dBA2GFD2F2D2D4|d2f2d2B2A2B2A4|B4A2d2G2D2D4|A4GFE2G4G2B2|D2F,2E,2F,2EFD2D4|d2f2d2B2A2B2A4|B4d4e2B2A2F2|A2G2E4F4G4"
242,Bd3d2B2d4d4|B4B4B2A2A2B2|d2B2d2B2BdA2d4|G2A2G2A2G2EFF2GF|GDFAE2FGG2ABd4|B4d2B2B2A2B2e2|d4F2BddBABA2d2|e2d2d2B2G2E2F2EF|GFA2d2B2d4e2d2|A2B2d2B2B2A2A2Bd|d2A2d2B2d2A2d4|A2BAG2A2G2E2F2G2|FEF2DEAGGAF2A2F2|G4B2G2A3GGA3|d2AGFGdBAB3B2d2|ef3e2d2A2F2F2G2
243,G3FF2B2B2A2B2d2|A4A4B2A2ABd2|B4G2A2B2G2A4|B2e2deABB2AGAGA2|G2FGF2B2B2A2B2d2|A3BA4B2A2ABd2|dB3AGB2B4B4|B2deedBAdB2AA2B2|f2g2f2e2e4e4|f2e2e2f2e2d2d4|e2f2f2e2ed3d3B|B2d2d3BB2AGG2AG|f2g2f2e2e4e4|f2e2e2f2e2d2d3e|f2d2f3eg2f2g2e2|f4d2f2efg2e2d2
244,G4G2B2d4d2f2|f2g2f2d2d2A2d2A2|d2B2B2A2d2A2GFB2|A3BA3BdBdBE2D2|G4G2d2d4d2f2|g4f2d2d4d2f2|d2F2E2F2d2e2f4|f2e2ede2g4fef2|G4G2d2d4d2f2|f2g2f2d2d2A2d2BA|d2B2B2A2d2AGG2A2|A4A2B2BdB2E2D2|G4G2d2d4d2f2|f2g2fed2d4d2f2|e2ABG3FB2e2f3e|e4ABe2e4g4
245,"F,4E,4F,4D4|F2D2E4D2E2D2F2|F,4E,2D2E,2F,2F,E,F,2|D2F2FED2D4F,2D2|F2E,2E,2F,2D2F,2D2E2|D2GFD2E2D2E2G2D2|E,F,DEE2G2F,2G2F2E2|GF3D2EFFGE2E2F,2|D2F,2E,4E,2F,2F,2DF,|E2D2E2DED2E2D2FE|E,2F,2E,2DF,E,2F,2F,E,F,D|D2EFFED2D4DF,3|F,2DF,E,2F,2D4F,2GF|F2D2D4D4d2ED|D2G2A2E2F,2G2E2D2|A2F2FEF2EDE2ABEF"
246,d2F2G2E2G2E2F2G2|B2d2A2G2A4A2d2|B2e2f4f2e2e2d2|d4B4d4d4|d2F2G2E2G2E2F2G2|d4A2G2A4A2d2|d2e2d2B2F2G2E2F2|G4G2F2D4D4|d2F2G2E2A2E2F2A2|d4B2G2A4A2d2|d2f2f4g2e2e2d2|d4BdB2d4d4|d2F2G2E2A2E2F2GA|d4B2G2A4A2d2|dBd2dBA2E3FE4|G2F2F2G2F4E2F2
247,"d4d2B2B2A2F2E2|E2D2DF,D2E2F2F2G2|F2A2B2d2d2e2d2AB|F3GB2d2d2A2d2B2|d4d2B2B2d2d4|d2F2G4A2G2F4|G2A2d4e2ABA4|G4A2GFE2D2F2A2|d4d2B2A4G2E2|D2F,2F,2D2E2FEF2G2|F2A2B2d2d4d2B2|F4A2B2B4e2GA|d4e3dd4e2d2|B2A2GA3d2A2G4|FG3B2d2d2B2ABA2|G4A2FGE2DF,F,4"
248,"d2A2F2A2G2E2E2B2|B2F2G2A2F2D2G2E2|EDF,2D2E2E4E2F2|G2FGA2G2D4F,2D2|d2A2F2A2G2E2E2B2|B2F2G2A2G2D2G2E2|E2F,2D2E2E4E2G2|B2d2d2BAdBE2E2A2|A4B4dBd2A2d2|B2d2d4B2E2F2B2|A3BAGB2B2d2G2F2|A2G2A2G2D4D2GE|A4B4d4A2d2|B2d2d4B2FEF2B2|A2G2A2F2G2EFe2f2|g4g2f2d2G2E3D"
249,"F2A2A2F2D2E2D4|E2G2B2G2F4E2D2|D2F,DF,2DEE,2D2DF,D2|D4D4E2D2D2A2|AEDEDEG2GAEDE2D2|D2E2E2F2FGF2E2D2|E2d2e2d2e4e2A2|E3FFGF2D4DED2|EDF2G2FGD4D4|E2G2A2G2F2GFDED2|F,4F,2EDE,2F,2F,2D2|D4D4E2F,2D2FG|FDF2D2EFG2D2F,2D2|D4F2DEF2G2FGD2|F2BAf2B2d2e2B2G2|G2A2GFEFD2FGGAG2"
250,"A4A2E2D2E2E2D2|F,2E2GFD2F,4E,2D2|E2F2F2G2D2E2G2EF|G2B2A2B2G2E2F2A2|AGA2A2E2F,2E2E2D2|F,2E2G2D2F,4E,2D2|E2F2GFG2D2E2G2FE|A2B2A2B2G2E2F2G2|FE2FF2d2B2GAG2A2|A4A4G2D2D2A2|B2A2A4d4d2A2|E4G2E2F2E2E2G2|B2EFd2e2g2d2d2B2|BA3A4G2EDD2A2|ABA2B2dee2d2e4|d2B2G2E2FE3E2FG"
251,D2EGD4E2GFEFE2|D3EG2B2A2B2AGB2|F2E2FEF2D2F2B2d2|e2f2e2d2e2F2e2A2|g2dBBdBAdBdBd2AG|A2G2d2BAd2BAd4|e2fgg2f2BdG2d2G2|A2B2FG3EFD2D4|E4D4D2F2E2D2|D4F2G2GFGAF2A2|E4E2FED2E2ABd2|efe2edB2e2G2feDE|B2edB3Ad2FGDEG2|B2AGd2F2G2E2FGA2|f2e2fge2d3ed4|d2A2GFB2EFGFABGB
252,F4F2E2E4G2A2|A4A2G2B4A4|G2A2A4A2G2F2A2|AGA2A4BAB2A2Bd|F4F2E2E4G2A2|A4A4B4A4|G2B2A4G4E4|D4E4D4E2D2|F4G2E2E2F2G2A2|A4A4B4A4|G2A2A2B2A2G2F2A2|GA3A4B4A2B2|E2F2G2EFE3FG2A2|A4A4B4A4|G2A2A4A2G2F4|F2DEG2FEG2F2FEF2
253,"E2A2G2F2E2F2G2B2|A2d2e2d2d2B2d2A2|B2d2d2e2edB2B2A2|d2f2e4A2GFD2ED|E2A2G2F2F4G2B2|A2d2e2d2d2B2d2BA|B2d2d4d2A2D2FE|GFG2F2D2FGA2A2D2|E2A2GAF2F4G2B2|A2d2e2d2d2B2d2A2|B2d2e2f2e2B2B2AB|d2f2e4A2FGF,2D2|E2A2A2FGF4G2B2|A2d2e2d2d2B2d2A2|B2d2d2e2e2B2GFA2|A2FGB2A2d3ee2fe"
254,D2E2E3FF2E2D4|F2d2A2F2F2G2F2A2|E2A2A4GAGFG2E2|G4F2G2F2D2D4|D2E2E2F2F2E2D4|F2d2A2F2F2G2F2B2|d2A2A2FGA2B2F4|G2E2D2EFE4D4|D2E2E2F2F2E2D4|F2d2B2F2F2G2F2A2|E2G2A4G4G2E2|FG3F2G2F2D2D4|D2E2E2F2F2E2D4|F2d2B2F2F2G2G2B2|d2B2A2G2ABA2AGF2|A2GFE2F2F2E2F2AB
255,"D3EF,DF,2F,E,F,2F,4|F,4F,2D2D4E,2D2|F,4F,2D2E,2F,2F,4|F,2D2ED3DED2AGE2|edEDDEB2A2D2D4|F,2D2F,E,F,2E,4E,4|E,2D2F,4E,2F,2F,2D2|F,4E,2F,2E,F,E,F,F,3E,|F,4F,4E,4E,2F,2|F,4F,2D2D2F,2E,2DF,|F,2DF,F,2D2E,2F,2F,4|F,2D2D2F,DD3F,AGF,2|e2d2d2ABd2F2D2GE|D2F,2F,4F,DF,2D2E,2|E,2DF,D4E,2D2D2F,2|F,DF,DF,2E,2E,4E,4"
256,"D2F,2F,4D4F2A2|G2A2F2E2G2F2E2F2|E2F2E2F2A2G2A2B2|B2A2G2F2E2F2D2F,D|DEF,2F,4D4F2A2|G2A2F2E2G2F2E2F2|E2F2E2F2A2G2A2B2|B2A2G2F2E4F2E2|E2DF,F,4D4FGA2|G2A2G2E2G3FE2F2|E2F2E2F2A2G2A2B2|B4G2F2E2G2D4|D2F,2F,4D4F2A2|G2A2G2E2G3FE2F2|EF2GE2F2A2G2A2B2|B2ABG2F2DEDED4"
257,"D2F2E2D2D4D3F,|D2F,2EDE2EFEDD4|D3EE2F2D2E2D4|D2E2D4D2F,2F,2E2|E2F2E2D2F2E2G2FE|E2A2D4E2DEG2B2|d2f2f2d2E2A2d2DE|D3EE3DD3F,F,2E,2|E2F2E2D2D4D2F,2|D2F,2D3EE2D2F,2D2|D4D2FED2E2D4|D3ED4D2F,2F,2D2|F,2D2E2F2F4E2BA|F2GFE4D2EFB2A2|d2e2e2A2EDB2A2ED|D2E2E2F2F2E2G2EF"
258,d2B2d2B2A4A2B2|A2GAA2E2d2AGB2e2|e2f2e2d2d4e2f2|g3fe2d2de2df4|d2B2d2B2A4A2B2|A4A2E2d2AGB2e2|B2G2E2A2B2d2B2d2|f2edB2A2F2E2F3G|d2B2d2B2A4A2B2|A4A2E2d2AGB2e2|e2f2e2d2d4d2f2|g3fe2d2d4f4|d2B2d2BdA4A2B2|A4A2E2d2A2B2d2|A2E2F2ABBd3d2e2|fge2d4B4d4
259,"BAd2A2D2D2E2A2B2|d2B2d2BAA2G2E2B2|d2e2d2B2E2F2d4|e2d2B2A2A2G2F2A2|A2dBA2D2F,DE2A2B2|d2B2d2B2G2FEED3|D2EFE2F2E2F2A3G|A4ABAGE2D2D4|G3AG2E2D2E2A2B2|dB3d2A2A2G2E2A2|d2e2B4E2G2d4|e2d2B2A2A4F2A2|G2ABA2E2D2E2AGB2|B3AB2A2E2F2EFD2|E4E3FE2G2B2A2|A2G2A3GFGFGF4"
260,"E,2D2F2B2B2A2B2e2|d4e2dBGF3A2E2|G2d2e4f4f4|d4e2d2A2F2D3F,|E,2D2F2B2B2A2B2e2|d4e4e2d2B2e2|e2d2d4d2B2FG3|d2B2A4G2F2E2A2|E,2D2F2B2B2A2B2e2|d4e2B2F3GG2E2|G2B2e4g2f2f4|d4e2B2A2F2D4|E,2D2F2B2B2A2B2e2|d2e2f4e4d2f2|e2d2dBd2d2AGAGBd|B4B3dG2AGd2e2"
261,B2F2F2G2A2G2G2F2|B2d2dB3d4d4|d2B2A2Bdd2B2B2AG|A4EDE2F2AGA2d2|B2F2F2G2A2G2G2F2|B2d2dB3d4d4|d2B2A2d2d4A2F2|E4D2E2F2AGA2B2|d2B2B2A2ABdBd2B2|d2f2e2d2d2edd2e2|d2e2d4d3BB2A2|A4D2E2G2A2A2d2|d2B2B2A2AB2dd2B2|d2f2e2d2d4d2e2|d2e2d4d2B2G2FE|G2E2D2E2G2A2A2B2
262,"BdA2A4d4f2e2|ef3f2e2d4d2e2|e2G2A4B2A2B4|B4GA2BF2A2E,2F,2|BAGAE2GAd4f4|f4f2e2ed3e2f2|f2e2d2B2B2d2d4|d2e2f4g4f2e2|B2AGG2A2d4fgf2|fef2f2e2d4d2e2|e2A2A4B4B4|BdB2GA3E2F2F,4|A4F2A2d4f2e2|e2f2f2e2d4d2e2|f2edd2B2dBd2B2d2|d4e4e2f2g4"
263,"B4e4d4B2d2|dBA2A2B2BdG2FG3|A2B2B4e2d2d3e|e2f2e2d2d2e2d2e2|A2dBe4d4B2d2|dBA2AB3d2A2G4|BAB2B2dBe2d2d2e2|e3fe2d2d3ed2B2|F,4F,2D2E2D2F4|E2D2D2E2B2F2B4|E2D2D4D2E2F2E2|A2d2d4d4ABde|F,DF,2F,2D2E2D2F4|E2D2D2E2B2FEB4|E2D2D4D3EG2EF|AGd2d4d4B2ef"
264,B2d2d2e2f2e2e2d2|g4g4g2f2g2f2|f2g2f4g4f2g2|g4g4g4g2f2|ABd2d2e2f4e2B2|g4g4g2f2g4|g4g4g2d2efG2|FEd2AG3d2efe2AG|B2d2d2e2f3ee2d2|g4g4g2f2g2f2|fg3gf2gg4f2g2|g4f2g2g4g2d2|B2d2d4f4e2d2|fg3g4g4e2g2|g4g3ffgedd2G2|d4d4B2dBf4
265,"F2E2E2GFF,4D2E2|G2F2E2D2D2F,2E,4|D4F,2D2F,2D2D2E2|A4A2F2G4A2F2|F2E2E2G2F,4D2E2|G2FGE2D2D2F,2E,4|E2D2F,2D2F,2D2D2E2|A4A2F2GAG2B3d|d2e2ed2eB4e4|B2d2d4d2E2E2G2|GAB2d2B2d4f4|B2d2edBAG2B2AG3|d2e2e2d2dB3e4|B2d2d4d2FEE2D2|efA2d4d4f2e2|BA2BF2D2F,4F,2E2"
266,"D4ED3D2F,2E4|E2F2E4F,2E2E2F2|E2ABBAd2B4d2AB|FEB2A2G2DE3D2E2|D4D4D2F,2E4|E2FGE4F,2E2E4|E4E2D2F,2D2F,4|F,4F,4E,4F,2E,2|F,D3ED3D2F,2E4|EFGFE4F,2E2E2F2|E2BAB2d2B4d2A2|EFB2A2G2E2DED4|F,D3ED3D2F,2E4|F2G2E4F,2E2GFE2|D4D4D3ED2F,2|F,4D4DF,D2EDEF"
267,A2G2B2A2F4A4|E2D2G4B2F2A2B2|E4G2F2A2E2G2E2|A4A2G2E2F2D3E|A2G2B2A2F2GFB2AB|E2D2G4B2FGA2B2|E4G2F2A2E2G2E2|A4B2G2F4D2E2|BAG2F2ABd2e2e4|d4G2ABA2EDE2F2|d2B2G4F2ABE4|FEGAF2E2E4DEB2|ABG2E2B2d2e2e4|d4GFABA2EDE2FG|d2B2F2A2B2d2d4|F2G2FE3EDE2DEF2
268,F2E2GAD2E2AGG2A2|D2G2E4D2GFG2e2|B2A2G4A4B2d2|d2e2B2d2e4d2e2|dGd2D2B2e2E2E2G2|BdF2A2EDD2F2G2e2|B2A2G4A4dBd2|d3eBd3B2GFA4|D2E2G2EDE2GFG2BA|E2FGE3DD2G2G2e2|B2A2G4G2A2B2d2|B2e2B2d2f2e2e4|f2d2ABede2G2DEFE|A2G2G2D2D2G2G2e2|dBA2G4G2A2B2d2|Bde2B2d2BAFGFEA2
269,B2E2AGD2F2D2D2E2|D2F2F2E2G3FD2A2|D2E2AGDEB2G2d2A2|A2d2d4d2B2BA2B|G2EFG2D2F2D2D2E2|D2F2G2F2G2F2E2G2|G2B2F3GF2Bdd2A2|d2F2E4D4D4|A2E2G2D2F2D2D2E2|D2F2G2F2G3FD2A2|D4G2D2B2G2dBAG|G2d2e2d2d2B2A2B2|A2E2A2D2F2D2D2E2|D2F2G2F2G4EDG2|A2B2FEG2FGd2B2GA|B2AGFE2FEFE2G2A2
270,"E,2F,2D4F2D2F,2E,2|F,3DA2E2G4EFE2|F,4F,2D2FGE2E2E,2|DF,E,2D4F2F,2D4|E,2F,2D4F2D2F,2E,F,|F,2D2A2E2A2G2EFG2|d2B2d4d2e2e2G2|E2E,2D4F2F,2D2E2|ed2ed3Bd2e2F2B2|d2e2e2g2e2d2e4|f3ge2f2f2e2deA2|B2EDE2D2E2F,2D2FE|e2d2d3Bd2e2F2B2|d2e2e2g2e2dee2f2|g4g4f2e2g4|edFEED3D2F,2F,2D2"
271,d4A4A4B2d2|e2d2e2A2A2G2G2A2|A2FGF4A2F2F2E2|G4A4E2BAD4|d4A4A4B2d2|e2d2e2A2A2G2G2A2|A2G2G2FEA2d2e2f2|f3ed2e2e2d2e3d|d4ABA2A4B2d2|e2d2e2A2A2G2G2A2|A2G2G4A2F2F2E2|F2GAGA3E2G2D4|d4B2A2A4B2d2|e2d2e2A2A2G2G2A2|A2G2A2F2B2d2d2f2|e4e4ed2ef2d2
272,"D4E4E2F2G2A2|G2A2F2D2F,2D2D2F,2|F,D3D4F4F4|E4G2FGD2EDD2F,2|D4E4E2F2G2A2|G2A2F2D2F,2D2D2F,2|F,2D2D4F4F2G2|G2F2F2E2EFA2dBed|D4E4E2F2G2A2|G2A2F2D2F,2D2D2F,2|F,2D2D4F4F4|E4A2F2D2E2D2F,2|D4E4E2F2G2A2|G2A2F2D2F,2D2D2F,2|F,2D2D4F4F4|F2E2AG3G2E2G2d2"
273,B4A2F2G2A2B4|B2A2A2B2A2G2F2E2|G4F4G2F2F2A2|A2G2F2E2D2E2D4|B4A2F2G2A2B4|B2A2A2B2A3GG2E2|G4F4G2F2F2A2|A2G2F4F2EDD4|E3FA2B2d2B2A4|A4G2A2B2AGF4|G4GAG2A4B2A2|B2d2d4d4A2B2|E3FA2B2B4d2AB|d2A2B2F2A3Gd2A2|A2G2G4A4B4|A4B2G2B2A2E4
274,"F,2D2E4E4G3F|D4D2F,DF2E2E2D2|E,F,D2EDE2E2G2E2D2|F,4D4D4D4|F,2D2E4E4G4|D4D4F2E2EFD2|F,2G2D4D2E2ED3|D2F,2E2F2D2F,2F,4|F,2D2E4E4G4|D4D4F2E2E2D2|F,2D2E4E2F2E2D2|F,4DF,D2F,3DF,3D|F,2D2E4E4G4|D4D4F2E2E2D2|F,2F2ED2EE4D4|D4G2A2D4F,2D2"
275,"E4F2D2ED3D4|FEF2A2B2F3EF,4|E,2F,2F,2D2F,2D2EDE2|D4D4F,DF,DD2F2|dADEF,DEFB2D2EF3|G2E2E2DEE4D4|D2A2G2F2F,2D2D3E|E4A4FEDEDEF,2|D4E2F,2D2F,2D4|E2F2G2A2EFE2F,4|E,2F,2F,2D2F,2D2D2ED|F,DF,DD4D2F,2D4|E3DE2F2G2E2D2AG|ABF2A2F2FG2FEFD2|D2E2AGE2F,2E2EDE2|A2G2dBABBdG2AGBd"
276,"F,2D2D4F2E2F4|F2A2F2D2G2FED2F,2|F,2D2D4FEG2B2G2|BAd2A2GAA2F2F2D2|F,2D2D4F2E2FGF2|F2A2E2D2EFE2D4|F,2F2F2E2E3DDEF,2|F,3DD2F,2F,4E,4|F,2DF,D4F2E2G2F2|F2A2G2D2GAE2D2F,2|F,2D2D4E2F2B2G2|A2d2A4GAEFE2D2|F,2D2D4GFE2G2F2|F2A2E2D2EFEFG2ED|F,2D2EFDEE2GAE2D2|D4D4F,2D2F3G"
277,"A4B2d2B3AA2B2|A2F2A2d2B2A2E2AB|A2G2G2F2B4B2dB|d2g2g4f2e2d4|A4B2d2B4B4|BAF2A2d2d2A2E2B2|A2G2G2F2B4A2B2|A2GAF2EDE2D2D4|ABA2B2d2B4B4|B2F2A2d2dBA2E2B2|A2G2G2F2B4B2d2|deg2g4g2e2d2B2|ABA2B2d2B4B4|B2F2A2d2d2A2E2B2|A2G2G2F2B4B4|A3GA2E2DEF,2F,2E2"
278,B2e2d4d2B2B2d2|A2E2GF3A4G2A2|G4G4A4B2d2|B4d4d4A3B|B2e2d4d2B2B2d2|A2E2G2FGA4G2A2|G4G4A2B2B2d2|B4d2A2A2E2E2G2|B2e2d4d2B2B2d2|A2E2G4A4G2A2|G4G2F2A2B2d4|B4d4d4A4|B2e2d4d2B2B2d2|A2E2G4A4A4|G4G2F2A4dBde|B4d2B2A2F2E2GA
279,"F,3DE2GFFEF2F2D2|E,4DF,G2E4D4|F,2AGdB3BABddBG2|E2d2d2B2A2E2EF3|E,4F,3DD2F,2D4|E,2D2D4E2D2F,2D2|DF,E2D2E2D2E2D3E|E2F,2F,2D2F,4D4|F,2DF,D2E2E4E2D2|E,4F,2F2E4D4|F,2A2B4BAd2B2G2|EFd2d2B2A2E2F2E2|F,E,F,E,F,3DED3E,2DF,|E,2F,2F,4E4D2F,2|F,2D2D4D3EE2G2|D4DF,DED4FEA2"
280,"EDBdF2D2E2A2B2GA|D4D2FGDF,E2DF,F2|DEF2E2B2F,2EFG2FG|D2FEA2E2D2F,2F,2D2|edD2FA3FED2D3F,|F,4FGEDG2E2F,2D2|D2A2d4DED2G4|EDF2DEBAFAEDA2D2|D2G2DED2D2G2B2AF|D2F2D2E2DF,EDF,2F2|D2F2E2BAD2E2F2G2|D2EFFGD2FED2D2E,F,|GEdBAGd2deE2E,F,DF,|D2F,2EDF,2FEFEdeD2|BdBAd3eFEB2B2G2|EFE2EDBdA2e2f2d2"
281,B2A2d4A2G2A2d2|f2g2f4g2d2e2d2|d2f2f4fed2e2f2|g2f2e2d2d2e2f4|A4d4A2GABAd2|f2g2f4g2ede3d|e2f2d2e2B2A2GAF2|EDG2G2E2F4A2G2|B2A2d2e2A4B2d2|f2g2f4g2d2e2d2|e2f2f4f2e2e2fg|g4e2d2d2e2f2gf|B2A2d3eA4B2d2|f2g2f4g2d2e2d2|edf2e4B4B3A|A2G2GA2GA2d2d2f2
282,"D4D2EFF2E2D2F2|DED2D2F2F2A2G2d2|E2F2FEF2A2F2D4|AGB2d2B2B2A2A2B2|D4D2F2F2E2D2F2|DED2D2F2F2A2G2d2|E2F2EF3F2G2FEF2|D4F,2D2D2F,2D2F,D|D4D2F2F2E2D2F2|D4D2EFF2A2G2d2|E2F2F4A2F2D2E2|GAB2d2A2BAG2ABA2|D4D2F2FGE2D2F2|D4D2F2F2A2G2d2|E2F2F3EG4EFE2|D4DF,D2D2F,2F,4"
283,"A2G2B2A2B2A2B2G2|B2F2BdG2B2G2D4|E2D2E2F,2D4E2F,2|D4D2EDF2E2EDG2|A2G2B2A2B2A2B2G2|B2F2d2G2dBG2D4|E2D2E2F,2D4E2F,2|D4D2E2F2E2EDG2|d2B2G2B2B2e2B2e2|ed3GAB2A2E2E2F2|e2A2E2B2d4B3A|B2d2A2G2GAF2D2B2|d2B2G2B2B2e2B2e2|ed3GAB2A2E2E2G2|EFEDE4GFA2B3A|A4G2F2FGFEDEGA"
284,"E2G2G2D2E2F2G4|F4GFGAD2E2F,4|F,4F,2D2D2EFGFB2|A2G2F2D2D2F,2F,4|B2D2D2F2d2G2GA2G|B2FGd2BAG2E2F,2F2|D2G2G4E2G2G2A2|A2G2F2D2D2F,2F,E,3|F2E2E2D2E4F4|F4FG3D4F,4|E,2F,2F,4D2E2G2B2|A2G2F2D2D2F,2F,2E,F,|FEBAB2d2d2BAGAdB|d2AGB2FGA2GFE2G2|F2ABA2EFD2E2G2B2|A2G2F2D2D2F,2D2FE"
285,"E4DEF2E2D2E,2D2|E2G2G2D2G4A2ed|F,2DEGFGAd2ABA4|B2dBd2B2B2A2F2A2|E4E2G2E2D2E,2D2|E2G2G2E2G4A2de|f2e2f2BAB2e2fge2|g2d2B2A2FE3D3E|E4D2G2E2D2E,2D2|E2G2G2E2G4AGd2|F,2D2F2G2B2ABA2G2|A2B2d2B2B2A2E2A2|E4E2G2E2D2E,2D2|E2G2G2E2G4G2d2|f4edBdd2e2f2e2|gfe2B2ABF2A2B2d2"
286,"B2d2dB3B2A2A4|AGB2B4B4F2B2|B2d2B4BAB2ede2|f2e2d4B2A2A4|d2Bdd2B2B3AB2A2|A4A4AGE2B2G2|B2G2G2F2E2AGF2E2|F,2D2D4D2E2FE3|d4d4d2B2G2A2|A2BdB4BA3F2B2|B2dBB4A2B2d2e2|f2e2d4B2G2A2G2|d2A2A2G2A2B2d2G2|G2DED4EFD2D4|E2D2DE3DEF2G3E|D4D4F,2D2E2F2"
287,"G2FEB2dBd4e2f2|d2f2f2d2BdA2A2D2|D4DE3B2A2d2f2|d4B2G2A4DED2|GEFGD2E2GAB2def2|d2f2fed2d4e2g2|gf3f4d2B2d4|d4B2G2A4E2F,2|E3DG2B2d4e2f2|d2f2f2d2B3AA2E2|D4D2EDB2A2d2f2|d4B2G2A4D3E|D2EDD3EF2A2B2e2|B2efe2B2B2d2e2f2|g2f2f2d2d2Bdd2e2|d4BAG2A2GAA2e2"
288,"F,4F,2D2E2D2E4|E4D2F,2E4D4|F,2D2D4E2F2A2G2|AGE2F2D2D4F,4|F,4F,2D2E2D2E4|E4D2F,2E4E2D2|F,2E2D4E2G2G2FG|A2EFF4D4D2F2|F,4F,2D2ED3E4|E4D2F,2E4D4|F,2D2D4E2G2A2G2|AGE2F2D2D4E,2F,2|F,4F,2D2ED3E4|E4DEF,2E4ED3|D4D4E2F2G2F2|B2A2BAF2D4F,2E2"
289,EDABA2B2e2d2d2B2|d2Bdd4BAe2e2d2|A3BB4A2BAd2e2|g2f2e2d2ed2eg2fe|fgede2d2dBe2e2d2|e3dfgfef2e2f2g2|f2eddeB2B2ABd2A2|e2d2A2BAB4d2GF|G2AGGA3d4d2BA|B4BdB2G2d2d4|AGA2B3AA4d2e2|g2f2e2d2e4g2d2|BAfede2dd4B2d2|d2edf2d2e2B2G2fe|g2e2f2d2B2d2d4|e2dBABABA2GFf2g2
290,"FDBdE2D2D2E2D2E2|FGDEE2F2FEGFF2d2|d2e2ede2E2A2B4|A3GGF2EGAD2d2A2|f2AGded2FEd2e2d2|E2A2D3EDF,E,2E,2F,2|D2EFEFD2D2FGd2FG|A3BEFGFE2F,2D4|GFDFD2F,DD4F,2D2|D4D4E3FFEB2|d2edd2edDEA2B4|G4GFE2GAD2edF,D|ed2ef2e2f2dee4|GFAGGABAABE2D4|EFGEEGD2D2A2AGAG|GAFGFE2FD3F,EFF,2"
291,A4B4A2G2d2e2|B2d2A4B2A2G2B2|d2B2B4A3GB2d2|B4G4GFD2D2F2|A4B2d2A2G2d2e2|B2d2B2A2B2A2G2B2|d2BdA2B2A2B2A2d2|B4AGA2G2EDD2E2|d4d4d4e2d2|d4d4d2G2GAB2|G2A2deB2BAF2de2d|Bd2BA4G2D2D2E2|G2FABA3e2d2e2d2|d4d4d2GAG2B2|B2G2GABAe2d2d4|d4GA3G2D2D2E2
292,"F,4FEF,2D2F,2D4|D2G2A2B2B2A2A2G2|E2F2G2A2G2E2B2F2|dB3G4F2EDD4|E,2F,2FEF,2D2F,2D3E|D2G2A2B2B2A2A2G2|G2B2A2DEE2BAD2E2|D2E2E2D2F,2D2F,2E,2|E,F,3F2F,2D2F,2D3E|D2G2A2B2B2A2A2G2|E2F2G2A2G2E2A2E2|B4AG3F2D2D4|E,F,3FEF,2D2F,2D4|D2G2A2B2B2ABA2G2|FGA2E2G2G2B2E2F2|E3FA2E2E3GBAG2"
293,"B2d2d2e2A2G2G2B2|A2G2F2D2F,4F,4|DEGAAGB2BA3A4|F2E2F2D2E4B2A2|B2d2d2e2A2G2AGB2|B2A2G2E2F,4F,2D2|D2EDEFEFDE3F2D2|D4E3DD4F2G2|d4d2e2A2G2A2B2|B2G2F2D2F,4F,2D2|E2G2A2B2A2B2A4|F2E2F2D2E4d2G2|d4d2e2A2G2A2BA|B2G2F2DEF,4F,2D2|D2F2G2F2E4E2D2|DF,D2D2E2EFEDE2GA"
294,d2F2B2F2d4B4|F2A2B2e2d2A2B2G2|d2e2f4f3ee2A2|A4GA3AGF2F2A2|d2F2B2F2d4B4|F2A2B2e2d2A2B2G2|d2e2e2f2e2d2FGA2|A2G2GAGFD2E2E3F|d2FGB2F2d4B4|F2A2B2e2d2A2B2G2|d2e2f4g2f2e2A2|AGB2A4A2F2F2A2|BdFGB2F2d4B4|F2A2B2e2d2A2B2G2|d2e2e2g2efd2A4|BdA2A4F4E4
295,"F,2D2D4D4D4|F,2D2E2D2G2F2F3E|E2B2B2F2A4A2F2|dBd2d2A2A2G2G2E2|F,2D2D4D4D4|F,2D2E2D2A2F2G2FE|E2G2E2B2B2A2E2D2|D4DE3DED2D2F,2|F,2D2D4D4D4|F,2D2E2D2A2F2F4|E2B2B2FGA3GA2F2|B2d2d2BAB2G2F3G|E,2D2D4D4D4|F,2D2E2D2A2F2G2FE|E2GFF2A2BdA2G2E2|E2D2E4EFE2F2AB"
